c1.company_id,c1.company_name,c1.industry,c1.sector,c1.categories,c1.company_status,c1.company_type,c1.address,c1.postal_code,c1.city,c1.country,c1.state,c1.foundation_year,c1.registration_date,c1.website,c1.rank,c1.market_cap_or_valuation,c1.number_of_employees,c1.ceo,c1.assets,c1.profit_or_net_income,c1.revenue,c1.share_price,c1.change_1_day,c1.change_1_year,c1.debts,c1.phone,c1.notes_or_description,c2.company_id,c2.company_name,c2.industry,c2.sector,c2.categories,c2.company_status,c2.company_type,c2.address,c2.postal_code,c2.city,c2.country,c2.state,c2.foundation_year,c2.registration_date,c2.website,c2.rank,c2.market_cap_or_valuation,c2.number_of_employees,c2.ceo,c2.assets,c2.profit_or_net_income,c2.revenue,c2.share_price,c2.change_1_day,c2.change_1_year,c2.debts,c2.phone,c2.notes_or_description,similarity_score,is_match
431,agritera,,,,,,viru valjak 2,10111,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/agritera-ou.eed8d6fls.html,,,,,,,,,,,,,single address,479,btcwhale,,,,,,maakri tn 21,10145,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/btcwhale-ou.eed8vdeeg.html,,,,,,,,,,,,,single address,25.0,False
2081,exova treasury,,,,,,"3rd floor davidson building, 5 southampton street",wc2e 7ha,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/exova-treasury-limited.gbd3hts9j.html,,,,,,,,,,,,,,3340,pai uk general partner,,,,,,10 lower grosvenor place,sw1w 0en,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/pai-uk-general-partner-limited.gbd3n4i01.html,,,,,,,,,,,,,single address,33.333333333333336,False
4376,accenture,,,,,,via nino bonnet 10,20154,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/accenture-spa.itd78tok8.html,,,,,,,,,,,,,headquarter,1857,shopify commerce italy,,,,,,piazza san babila 1,20122,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/shopify-commerce-italy-srl.itd7b3njq.html,,,,,,,,,,,,,single address,25.806451612903224,False
497,citibank uk,,,,,,"citigroup centre 25 canada square, canary wharf",e14 5lb,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/citibank-uk-limited.gbd3p8n3w.html,,,,,,,,,,,,,headquarter,4435,marks and spencer p.l.c,,,,,,waterside house 35 north wharf road,w2 1nw,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/marks-and-spencer-plc.gbd3h56j4.html,,,,,,,,,,,,,headquarter,23.529411764705888,False
678,sphere source,,,,,,pier 38 the embarcadero,94107,san francisco,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/sphere-source-inc.usddnh0uw.html,,,,,,,,,,,,,single address,3946,wells fargo,,,,,,420 montgomery st,941041207,san francisco,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/wells-fargo-company.usd4588z.html,,,,,,,,,,,,,headquarter,25.0,False
06775394,r a james clocks,,,,active,private limited company,"48 st. john street, ashbourne, derbyshire, england, de6 1gh",,unknown,,,17 december 2008,,,,,,,,,,,,,,,"95250 - repair of watches, clocks and jewellery",09294441,r a johnson,,,,active,private limited company,"601 queens drive stoneycroft, liverpool, l13 5tz",,unknown,,,4 november 2014,,,,,,,,,,,,,,,"47990 - other retail sale not in stores, stalls or markets",44.44444444444444,False
,appdirect,e-commerce & direct-to-consumer,,,,,,,san francisco,united states,,2009.0,10/7/2015,,,$1.1b,,,,,,,,,,,series h,1035,remote,,,,,,18 bartol st ste 1128,941334501,san francisco,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/remote-technology-inc.usd1xrh7j.html,,,,,,,,,,,,,headquarter,40.0,False
736,ashurst llp,,,,,,london fruit & wool exchange 1 duval square,ec2a 2ag,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ashurst-llp.gbd3h2ydf.html,,,,,,,,,,,,,headquarter,2099,ice data desktop,,,,,,milton gate 60 chiswell street,ec1y 4sa,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ice-data-desktop-solutions-limited.gbd5ra83a.html,,,,,,,,,,,,,single address,29.629629629629623,False
,linksure network,mobile & telecommunications,,,,,,,shanghai,china,,2013.0,1/1/2015,,,$1b,,,,,,,,,,,series a,,manner,other,,,,,,,shanghai,china,,2015.0,12/24/2020,,,$1.3b,,,,,,,,,,,corporate minority,36.36363636363637,False
1141,ds smith logistics,,,,,,350 euston road,nw1 3ax,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ds-smith-logistics-limited.gbd3lyfvy.html,,,,,,,,,,,,,,2695,thomson reuters (professional) uk,,,,,,5 canada square,e14 5aq,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/thomson-reuters-uk-limited.gbd3rb8c8.html,,,,,,,,,,,,,,27.450980392156865,False
205,pib,,,,,,1 minster court,ec3r 7aa,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/pib-group-limited.gbd3nqvyw.html,,,,,,,,,,,,,headquarter,1892,urban outfitters uk,,,,,,1 finsbury circus,ec2m 7sh,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/urban-outfitters-uk-limited.gbd3i0fo3.html,,,,,,,,,,,,,,18.181818181818176,False
2959,morgan stanley,,,,,,25 cabot square,e14 4qa,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/morgan-stanley-co-limited.gbd6kgavw.html,,,,,,,,,,,,,single address,2767,west burton property,,,,,,90 whitfield street,w1t 4ez,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/west-burton-property-limited.gbd3ogusw.html,,,,,,,,,,,,,single address,29.411764705882348,False
2671,blackrock uk holdco 2,,,,,,12 throgmorton avenue,ec2n 2dl,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/blackrock-uk-holdco-2-limited.gbd3pylzq.html,,,,,,,,,,,,,single address,1489,ds smith,,,,,,350 euston road,nw1 3ax,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ds-smith-plc.gbd3hz0st.html,,,,,,,,,,,,,headquarter,13.793103448275868,False
,jimubox,fintech,,,,,,,beijing,china,,,4/21/2015,,,$1b,,,,,,,,,,,series c,,tujia,travel,,,,,,,beijing,china,,2015.0,6/17/2015,,,$1.5b,,,,,,,,,,,seed vc,33.333333333333336,False
356,kkr real estate finance trust,,,,,,30 hudson yards ste 7500,100012170,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/kkr-real-estate-finance-trust-inc.usd1bj84x.html,,,,,,,,,,,,,headquarter,2883,morgan stanley investment management,,,,,,1585 broadway,100368293,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/morgan-stanley-investment-management-inc.usd2xj72w.html,,,,,,,,,,,,,headquarter,43.07692307692308,False
3782,mitsui bussan commodities,,,,,,6th floor 1 st. martin's le grand,ec1a 4bb,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/mitsui-bussan-commodities-ltd.gbd3unecz.html,,,,,,,,,,,,,headquarter,2063,refinitiv transaction,,,,,,5 canada square,e14 5aq,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/refinitiv-transaction-services-limited.gbd4xxn7i.html,,,,,,,,,,,,,headquarter,34.78260869565217,False
2779,costar uk,,,,,,"26th floor the shard, 32 london bridge street",se1 9sg,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/costar-uk-limited.gbd4sk481.html,,,,,,,,,,,,,headquarter,4438,orwell,,,,,,2nd floor 110 cannon street,ec4n 6eu,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/orwell-group-holding-ltd.gbd3lewah.html,,,,,,,,,,,,,headquarter,26.66666666666667,False
,gousto,"supply chain, logistics, & delivery",,,,,,,london,united kingdom,,2012.0,11/3/2020,,,$1.7b,,,,,,,,,,,secondary market,2956,msci,,,,,,ninth floor ten bishops square,e1 6eg,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/msci-limited.gbd3yuj1e.html,,,,,,,,,,,,,headquarter,20.0,False
2206,amazon digital uk,,,,,,1 principal place worship street,ec2a 2fa,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/amazon-digital-uk-limited.gbd3hoxmq.html,,,,,,,,,,,,,,3956,total marketing support global,,,,,,350 euston road,nw1 3ax,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/total-marketing-support-global-limited.gbd3nvczp.html,,,,,,,,,,,,,headquarter,34.04255319148937,False
,aurora solar,internet software & services,,,,,,,san francisco,united states,,2013.0,5/24/2021,,,$4b,,,,,,,,,,,series d,,lattice,internet software & services,,,,,,,san francisco,united states,,2015.0,3/23/2021,,,$3b,,,,,,,,,,,series f,21.052631578947366,False
3203,bolt operations,,,,,,vana-louna tn 15,10134,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/bolt-operations-ou.eed8vcqq5.html,,,,,,,,,,,,,headquarter,3155,recticel,,,,,,peterburi tee 48a,11415,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/recticel-ou.eed8uixf6.html,,,,,,,,,,,,,single address,26.086956521739136,False
2822,l'oreal italia,,,,,,via francesco primaticcio 155,20147,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/loreal-italia-spa.itd72tk5q.html,,,,,,,,,,,,,headquarter,2861,mondadori media,,,,,,via bianca di savoia 12,20122,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/mondadori-media-spa.itd5mea9s.html,,,,,,,,,,,,,headquarter,34.48275862068966,False
2513,bombardier transportation italy,,,,,,via cerchiara 125,131,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/bombardier-transportation-italy-spa.itd72tm2p.html,,,,,,,,,,,,,headquarter,3801,tenable network security netherlands b.v,,,,,,via ludovisi 16,00187,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/tenable-network-security-netherlands-bv.itd78t80z.html,,,,,,,,,,,,,single address,36.61971830985915,False
649,bnp paribas real estate advisory property management uk,,,,,,5 aldermanbury square,ec2v 7bp,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/bnp-paribas-real-estate-advisory-property-management-uk-limited.gbd3nxalq.html,,,,,,,,,,,,,headquarter,1204,google uk,,,,,,belgrave house 76 buckingham palace road,sw1w 9tq,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/google-uk-limited.gbd3yttdv.html,,,,,,,,,,,,,headquarter,18.75,False
1483,braidr,,,,,,22 charterhouse square,ec1m 6dx,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/braidr-limited.gbd3rrcoh.html,,,,,,,,,,,,,single address,1021,the institution of engineering and,,,,,,2 savoy place,wc2r 0bl,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/the-institution-of-engineering-and-technology.gbd3x5p1i.html,,,,,,,,,,,,,headquarter,15.000000000000002,False
3002,capital international management ' rl,,,,,,piazza del carmine 4,20121,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/capital-international-management-company-sa-rl.itd79sbuk.html,,,,,,,,,,,,,headquarter,1875,sagitta societa' di gestione del risparmio,,,,,,via lanzone 31,20123,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/sagitta-societa-di-gestione-del-risparmio-spa.itd7a8vih.html,,,,,,,,,,,,,,37.9746835443038,False
08906631,food alchemy,,,,dissolved,private limited company,"30 guildford road, fleet, hampshire, gu51 3ey",,unknown,,,21 february 2014,,,,,,,,,,,,,,,70229 - management consultancy activities other than financial management,11795012,food about you,,,,active,private limited company,"2 home farm court, frant, tunbridge wells, england, tn3 9dq",,unknown,,,29 january 2019,,,,,,,,,,,,,,,56210 - event catering activities,46.15384615384615,False
3751,lombard odier asset management (europe),,,,,,queensberry house 3 old burlington street,w1s 3ab,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/lombard-odier-asset-management-limited.gbd3ksedz.html,,,,,,,,,,,,,single address,1303,the dorchester,,,,,,53 park lane,w1k 1qa,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/the-dorchester-limited.gbd3h2vz9.html,,,,,,,,,,,,,single address,30.188679245283023,False
4529,ambienta societa' di gestione del risparmio,,,,,,piazza fontana 6,20122,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/ambienta-societa-di-gestione-del-risparmio-spa.itd5lobxb.html,,,,,,,,,,,,,headquarter,3876,patek philippe italia,,,,,,corso venezia 16,20121,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/patek-philippe-italia-srl.itd76di0y.html,,,,,,,,,,,,,single address,40.625,False
,athletic greens,health,,,,,,,new york,united states,,2010.0,1/25/2022,,,$1.32b,,,,,,,,,,,unattributed vc,,opentrons,hardware,,,,,,,new york,united states,,2016.0,9/23/2021,,,$1.8b,,,,,,,,,,,series c,41.66666666666666,False
1046,amazon italia,,,,,,viale monte grappa 3/5,20124,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/amazon-italia-services-srl.itd5lz6kz.html,,,,,,,,,,,,,headquarter,2714,giorgio armani retail,,,,,,via ambrogio bergognone 38,20144,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/giorgio-armani-retail-srl.itd75r2tq.html,,,,,,,,,,,,,headquarter,52.94117647058824,False
,payhawk,fintech,,,,,,,london,united kingdom,,2018.0,2/14/2022,,,$1b,,,,,,,,,,,series b - ii,997,sumitomo mitsui trust bank,,,,,,155 bishopsgate,ec2m 3xu,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/sumitomo-mitsui-trust-bank-limited.gbd3hyai4.html,,,,,,,,,,,,,single address,12.12121212121212,False
,capsule,health,,,,,,,new york,united states,,2015.0,4/28/2021,,,$1b,,,,,,,,,,,series d,2943,global marine,,,,,,450 park ave fl 30,100222637,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/global-marine-holdings-llc.usd1xudz8.html,,,,,,,,,,,,,headquarter,30.000000000000004,False
2410,ashtead financing,,,,,,100 cheapside,ec2v 6dt,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ashtead-financing-limited.gbd3htq3p.html,,,,,,,,,,,,,headquarter,,zepz,fintech,,,,,,,london,united kingdom,,2010.0,8/23/2021,,,$5b,,,,,,,,,,,series e,9.523809523809524,False
1030,natwest markets,,,,,,280 bishopsgate,ec2m 4rb,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/natwest-markets-nv.gbd3uxmtk.html,,,,,,,,,,,,,headquarter,2698,thomson reuters,,,,,,five canada square canary wharf,e14 5aq,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/thomson-reuters-group-limited.gbd8fu3f4.html,,,,,,,,,,,,,,46.66666666666666,False
3790,interpublic of companies the,,,,,,909 3rd ave,100224731,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/interpublic-group-of-companies-inc-the.usd45q9q.html,,,,,,,,,,,,,headquarter,504,sjf accelerator,,,,,,711 3rd ave,100174014,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/sjf-accelerator-inc.usd1z64ir.html,,,,,,,,,,,,,headquarter,27.906976744186053,False
811,ineos automotive,,,,,,38 hans crescent,sw1x 0lz,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ineos-automotive-limited.gbd3p69qo.html,,,,,,,,,,,,,headquarter,3284,javelin global commodities (uk),,,,,,7 howick place,sw1p 1bb,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/javelin-global-commodities-ltd.gbd3nfc1v.html,,,,,,,,,,,,,headquarter,42.553191489361694,False
1359,american express international,,,,,,200 vesey st,102850002,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/american-express-international-inc.usdm6ptz.html,,,,,,,,,,,,,headquarter,4464,b oregon owner,,,,,,55 w 46th st ste 2204,100364277,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/b-oregon-owner-llc.usd1xtg0v.html,,,,,,,,,,,,,single address,31.818181818181824,False
1050,anaplan,,,,,,50 hawthorne st,941053902,san francisco,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/anaplan-inc.usdpsikz.html,,,,,,,,,,,,,headquarter,2964,salesforce,,,,,,415 mission st fl 3 salesforce tower,94105,san francisco,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/salesforce-inc.usd16yee7.html,,,,,,,,,,,,,headquarter,23.529411764705888,False
2578,tristan capital partners llp,,,,,,"8th floor berkeley square house, berkeley square",w1j 6db,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/tristan-capital-partners-llp.gbd3m0ydp.html,,,,,,,,,,,,,headquarter,,zopa,fintech,,,,,,,london,united kingdom,,2005.0,10/19/2021,,,$1b,,,,,,,,,,,series j,12.5,False
3725,matchit,,,,,,roseni tn 13,10111,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/matchit-ou.eed8d5gf3.html,,,,,,,,,,,,,single address,211,smartswap,,,,,,rannaku pst 12,10917,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/smartswap-ou.eed6nme09.html,,,,,,,,,,,,,single address,37.5,False
2048,sinch uk,,,,,,"4th floor c a p house, 9-12 long lane",ec1a 9ha,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/sinch-uk-ltd.gbdcw0nj9.html,,,,,,,,,,,,,headquarter,2506,trafigura,,,,,,14 st. george street,w1s 1fe,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/trafigura-limited.gbd5pynom.html,,,,,,,,,,,,,headquarter,23.529411764705888,False
2761,aspen insurance uk,,,,,,plantation place 30 fenchurch street,ec3m 3bd,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/aspen-insurance-uk-limited.gbd4uyknt.html,,,,,,,,,,,,,headquarter,57,garnet uk 7 new residential,,,,,,"2nd floor kingsbourne house, 229-231 high holborn",wc1v 7da,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/garnet-uk-7-new-residential-limited.gbd3qqt9p.html,,,,,,,,,,,,,single address,44.44444444444444,False
1904,hanover communications international,,,,,,verulam gardens 70 gray's inn road,wc1x 8bt,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/hanover-communications-international-limited.gbd3wa1d6.html,,,,,,,,,,,,,headquarter,4597,wework international,,,,,,3rd floor 207 regent street,w1b 3hh,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/wework-international-limited.gbd3n8ylk.html,,,,,,,,,,,,,headquarter,46.42857142857143,False
1967,abrdn european logistics income,,,,,,bow bells house 1 bread street,ec4m 9hh,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/abrdn-european-logistics-income-plc.gbd3p1dj5.html,,,,,,,,,,,,,headquarter,742,shell international trading and shipping,,,,,,shell centre york road,se1 7na,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/shell-international-trading-and-shipping-company-limited.gbd3h6pxi.html,,,,,,,,,,,,,,36.61971830985915,False
2082,esso italiana,,,,,,viale cassala 57,20143,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/esso-italiana-srl.itd73288u.html,,,,,,,,,,,,,headquarter,3149,iper montebello,,,,,,via marco ulpio traiano 57,20149,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/iper-montebello-spa.itd73ntwl.html,,,,,,,,,,,,,headquarter,28.57142857142857,False
4116,metso,,,,,,via vittor pisani 20,20124,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/metso-spa.itd7lcfj7.html,,,,,,,,,,,,,single address,3233,prelios,,,,,,via valtellina 15/17,20159,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/prelios-spa.itd7691h7.html,,,,,,,,,,,,,headquarter,33.333333333333336,False
4274,belenergia,,,,,,via gabrio serbelloni 5,20122,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/belenergia-spa.itd7altx0.html,,,,,,,,,,,,,headquarter,1866,flower pharm,,,,,,via spezia 20,20142,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/flower-pharm-srl.itd79zzmg.html,,,,,,,,,,,,,headquarter,36.36363636363637,False
205,pib,,,,,,1 minster court,ec3r 7aa,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/pib-group-limited.gbd3nqvyw.html,,,,,,,,,,,,,headquarter,2887,venrex nominees,,,,,,first floor office st james house,w8 5hd,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/venrex-nominees-limited.gbd3nnkup.html,,,,,,,,,,,,,single address,11.111111111111116,False
,addepar,fintech,,,,,,,mountain view,united states,,2009.0,6/15/2021,,,$2.17b,,,,,,,,,,,series f,,tangome,mobile & telecommunications,,,,,,,mountain view,united states,,2009.0,3/20/2014,,,$1.1b,,,,,,,,,,,series d,28.57142857142857,False
2737,houston casualty,,,,,,40 lime street,ec3m 7aw,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/houston-casualty-company.gbd3vwv62.html,,,,,,,,,,,,,single address,2099,ice data desktop,,,,,,milton gate 60 chiswell street,ec1y 4sa,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ice-data-desktop-solutions-limited.gbd5ra83a.html,,,,,,,,,,,,,single address,37.5,False
3793,r/ga media,,,,,,450 w 33rd st 12th fl,100012610,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/rga-media-group-inc.usd1dgc0g.html,,,,,,,,,,,,,headquarter,1119,sirius xm,,,,,,1221 avenue of the americas fl 35,10020,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/sirius-xm-holdings-inc.usdgke9e.html,,,,,,,,,,,,,headquarter,21.052631578947366,False
,mux,internet software & services,,,,,,,san francisco,united states,,2015.0,4/30/2021,,,$1b,,,,,,,,,,,series d,,netlify,internet software & services,,,,,,,san francisco,united states,,,11/17/2021,,,$2b,,,,,,,,,,,series d,0.0,False
1824,celeritas insurance brokers,,,,,,piazza delle muse 7,197,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/celeritas-insurance-brokers-srl.itd5lk1m5.html,,,,,,,,,,,,,headquarter,2085,inter partner assistance societe' anonyme,,,,,,via carlo pesenti 121,156,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/inter-partner-assistance-societe-anonyme.itd7chtae.html,,,,,,,,,,,,,headquarter,41.17647058823529,False
2471,digitalgo,,,,,,piazzale konrad adenauer 3,144,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/digitalgo-spa.itde6a8ti.html,,,,,,,,,,,,,headquarter,2,segretariato generale della presidenza della repubblica,,,,,,via della dataria 96,187,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/segretariato-generale-della-presidenza-della-repubblica.itdau24gz.html,,,,,,,,,,,,,headquarter,21.875,False
426,apeiron societa' benefit,,,,,,piazza castello 9,20121,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/apeiron-societa-benefit-spa.itd7b733f.html,,,,,,,,,,,,,headquarter,4202,zurich italy bank,,,,,,via benigno crespi 23,20159,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/zurich-italy-bank-spa.itd7b8gaq.html,,,,,,,,,,,,,single address,34.14634146341463,False
,coinlist,fintech,,,,,,,san francisco,united states,,2017.0,10/15/2021,,,$1.5b,,,,,,,,,,,series a - ii,,strava,internet software & services,,,,,,,san francisco,united states,,2009.0,11/16/2020,,,$1.5b,,,,,,,,,,,series f,28.57142857142857,False
,chainalysis,fintech,,,,,,,new york,united states,,2014.0,11/23/2020,,,$8.6b,,,,,,,,,,,series f,2742,springer nature america,,,,,,1 new york plaza ste 4600,100041967,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/springer-nature-america-inc.usd1fqkwy.html,,,,,,,,,,,,,headquarter,35.29411764705882,False
353,barclays,,,,,,1 churchill place,e14 5hp,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/barclays-plc.gbd3h1hnf.html,,,,,,,,,,,,,,4597,wework international,,,,,,3rd floor 207 regent street,w1b 3hh,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/wework-international-limited.gbd3n8ylk.html,,,,,,,,,,,,,headquarter,14.28571428571429,False
1337,integrated device,,,,,,viale vincenzo lancetti 43,20158,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/integrated-device-technology-srl.itd7bygu5.html,,,,,,,,,,,,,single address,3876,patek philippe italia,,,,,,corso venezia 16,20121,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/patek-philippe-italia-srl.itd76di0y.html,,,,,,,,,,,,,single address,26.315789473684216,False
49,gcp asset management (uk),,,,,,"2nd floor kingsbourne house, 229-231 high holborn",wc1v 7da,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/gcp-asset-management-ltd.gbd3qniyk.html,,,,,,,,,,,,,single address,4246,investec 1,,,,,,2 gresham street,ec2v 7qp,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/investec-1-limited.gbd3i7bvj.html,,,,,,,,,,,,,headquarter,22.85714285714285,False
1324,merrill lynch international,,,,,,2 king edward street,ec1a 1hq,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/merrill-lynch-international.gbd89yn00.html,,,,,,,,,,,,,headquarter,1030,natwest markets,,,,,,280 bishopsgate,ec2m 4rb,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/natwest-markets-nv.gbd3uxmtk.html,,,,,,,,,,,,,headquarter,23.809523809523814,False
2701,asos.com,,,,,,greater london house hampstead road,nw1 2jp,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/asoscom-limited.gbd3wferi.html,,,,,,,,,,,,,headquarter,,marshmallow,fintech,,,,,,,london,united kingdom,,2017.0,9/8/2021,,,$1.25b,,,,,,,,,,,angel,31.57894736842105,False
2446,bpp,,,,,,aldine house 142-144 uxbridge road,w12 8aa,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/bpp-holdings-limited.gbd3i07l0.html,,,,,,,,,,,,,headquarter,3013,totalenergies gas power,,,,,,10 upper bank street,e14 5bf,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/totalenergies-gas-power-limited.gbd6kjiva.html,,,,,,,,,,,,,headquarter,7.692307692307687,False
,mobile premier league,internet software & services,,,,,,,bengaluru,india,,2018.0,9/15/2021,,,$2.45b,,,,,,,,,,,series e,,slice,fintech,,,,,,,bengaluru,india,,2020.0,11/28/2021,,,$1b,,,,,,,,,,,angel,23.07692307692308,False
,fabric,"supply chain, logistics, & delivery",,,,,,,new york,united states,,1999.0,10/26/2021,,,$1b,,,,,,,,,,,acquired,2796,sony music entertainment,,,,,,25 madison ave,100108601,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/sony-music-entertainment.usd2uz2v8.html,,,,,,,,,,,,,headquarter,20.0,False
