company_id,company_name,trade_name,industry,sector,categories,company_status,company_type,address,postal_code,city,country,state,foundation_year,registration_date,website,rank,market_cap_or_valuation,number_of_employees,ceo,founder,assets,profit_or_net_income,revenue,total_funding_raised,share_price,change_1_day,change_1_year,debts,phone,sic_code,emtak_code,nace_code,facebook,twitter,pinterest,instagram,investors,region,notes_or_description,modified
971 | 3816,alitalia societa' aerea italiana,,,,,,,piazza almerico da schio 3,54 | 00054,fiumicino,italy,italy,,,https://www.info-clipper.com/en/company/italy/alitalia-societa-aerea-italiana-spa.itd7760kb.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
343 | 3489,all media eesti,,,,,,,peterburi tee 81,13816,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/all-media-eesti-as.eed615x31.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1751 | 4564,all saints retail,,,,,,,114 commercial street spitalfields,e1 6nf,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/all-saints-retail-limited.gbd3njp6p.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,allegis | allegis global,,recruitment,recruitment,,,private,,,hanover,united states | united states (usa),,2001 (22 yrs old) | 1983 (40 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
2168 | 2159,alliance healthcare (distribution) | alliance healthcare management,,,,,,,43 cox lane | cox lane,kt9 1dh | kt9 1sn,chessington,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/alliance-healthcare-limited.gbd8vd0qd.html | https://www.info-clipper.com/en/company/united-kingdom/alliance-healthcare-management-services-limited.gbd3krnl4.html,,,,,,,,,,,,,,,,,,,,,,,,single address | headquarter,False
1231 | 4022 | 2162,alliance healthcare | alliance pharma,,,,,,,avonbridge house bath road,sn15 2bb,chippenham,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/alliance-healthcare-limited.gbd3n5xs8.html | https://www.info-clipper.com/en/company/united-kingdom/alliance-pharma-plc.gbd3ob9xp.html,,,,,,,,,,,,,,,,,,,,,,,,single address | headquarter,False
3924 | 222 | 3166 | 218,allianz direct | allianz,,,,,,,piazza tre torri 3,20145,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/allianz-direct-spa.itd7a047r.html | https://www.info-clipper.com/en/company/italy/allianz-spa.itd6ere8r.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3333 | 614,allied international,,,,,,,localita' vascellino snc,29031,alta val tidone,italy,italy,,,https://www.info-clipper.com/en/company/italy/allied-international-srl.itdaud2pp.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
408 | 372,allied universal topco | allied universal holdco,,,,,,,1551 n tustin ave | 1551 tustin ave ste 650,927058664 | 927058634,santa ana,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/allied-universal-holdco-llc.usd1bvmul.html | https://www.info-clipper.com/en/company/united-states/allied-universal-topco-llc.usd1bw1zl.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1730 | 4543,allied vision technologies,,,,,,,wellington way brooklands business park,kt13 0tt,weybridge,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/allied-vision-technologies-gmbh.gbd3ndwoo.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
861 | 864,allied world national assurance | allied world assurance (u.s.), | allied world national assurance company,,,,,,199 water st fl 25 | 199 water st,100383516 | 100383532,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/allied-world-national-assurance-company.usddq96f4.html | https://www.info-clipper.com/en/company/united-states/allied-world-assurance-company-inc.usd376va7.html,,,,,,,,,,,,,,,,,,,,,,,,single address | headquarter,False
4278 | 2325,allina health system, | allina health,,,,,,2925 chicago ave,554071321,minneapolis,united states,minnesota(mn),,,https://www.info-clipper.com/en/company/united-states/allina-health-system.usd1x6usl.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,alpha lithium | alpha cognition,,,,,,,,,vancouver,canada,,,,https://disfold.com/company/alpha-cognition-inc/ | https://disfold.com/company/alpha-lithium-corp/,,c$60.2 million | c$165.9 million,not found,mr. michael e. mcfadden | mr. bradley clifford nichol p. eng. mba,,,,,,,,,,,,,,,,,,,,,True
,alphawave ip | alpha fx,,,,,,,,,london,united kingdom,,,,https://disfold.com/company/alphawave-ip-group-plc/ | https://disfold.com/company/alpha-fx-group-plc/,,£859.0 million | £1.30 billion,214 | 132,mr. tony pialis | mr. morgan j. tillbrook,,,,,,,,,,,,,,,,,,,,,True
4619 | 1740,alsafil,,,,,,,via antonio meucci 2,46043,castiglione delle stiviere,italy,italy,,,https://www.info-clipper.com/en/company/italy/alsafil-srl.itd7955bo.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
,altarea sca | altareit sca,,,,,,,,,paris,france,,,,https://disfold.com/company/altarea-sca/ | https://disfold.com/company/altareit-sca/,,€2.68 billion | €1.14 billion,"1,457 | not found",not found | mr. alain taravella,,,,,,,,,,,,,,,,,,,,,True
4334 | 1466,althea,,,,,,,riva tommaso gulli 12,34123,trieste,italy,italy,,,https://www.info-clipper.com/en/company/italy/althea-spa.itd7bwbdp.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1712 | 4525,altran uk,capgemini engineering,,,,,,22 st. lawrence street,ba1 1an,bath,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/altran-uk-limited.gbd69cwmh.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
4303 | 1503,alumasc building products,,,,,,,station road burton latimer,nn15 5jp,kettering,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/alumasc-building-products-limited.gbdctmjm6.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,acma | am,,,,,,,,,singapore,singapore,,,,https://disfold.com/company/acma-ltd/ | https://disfold.com/company/am-group-holdings-ltd/,,s$1.8 million | hk$345.9 million,150 | not found,mr. sim pin quek | ms. li lian teo,,,,,,,,,,,,,,,,,,,,,True
402 | 3488,ama composites,,,,,,,via della repubblica 7,41011,campogalliano,italy,italy,,,https://www.info-clipper.com/en/company/italy/ama-composites-srl.itd69b0ay.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4487 | 1609,amaris technologies,,,,,,,lungo dora pietro colletta 75,10153,torino,italy,italy,,,https://www.info-clipper.com/en/company/italy/amaris-technologies-srl.itd75rgb7.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1520 | 3259,amarr,,,,,,,165 carriage ct,271051326,winston salem,united states,north carolina(nc),,,https://www.info-clipper.com/en/company/united-states/amarr-company.usdet99o.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,amata | amata vn,,,,,,,,,bangkok,thailand,,,,https://disfold.com/company/amata-corp-public-company-ltd/ | https://disfold.com/company/amata-vn-public-company-ltd/,,฿7.25 billion | ฿25.80 billion,not found,ms. somhathai panichewa | mr. vikrom kromadit,,,,,,,,,,,,,,,,,,,,,True
2901 | 2661 | 2670 | 2664 | 2898 | 2904 | 2658 | 2667,amazon.com.ca | amazon studios | amazon.com.indc | amazon corporate | amazon.com.dedc | amazon.com | amazon, | amazon,,,,,,440 terry ave n | 410 terry avenue n | 410 terry ave n | 515 westlake ave n,981095210 | 981095191,seattle,united states,washington(wa),,,https://www.info-clipper.com/en/company/united-states/amazon.usd1bzr1m.html | https://www.info-clipper.com/en/company/united-states/amazon-corporate-llc.usd1xyeoq.html | https://www.info-clipper.com/en/company/united-states/amazon-corporate-llc.usd24spj1.html | https://www.info-clipper.com/en/company/united-states/amazoncomca-inc.usd1rhgpi.html | https://www.info-clipper.com/en/company/united-states/amazoncom-services-llc.usd24spn6.html | https://www.info-clipper.com/en/company/united-states/amazon-studios-llc.usd1xm3rv.html | https://www.info-clipper.com/en/company/united-states/amazoncomdedc-llc.usd24sop0.html | https://www.info-clipper.com/en/company/united-states/amazoncomindc-llc.usd1avyu2.html,,,,,,,,,,,,,,,,,,,,,,,,single address | headquarter,False
1055 | 1052 | 3906 | 3903 | 3900 | 1046 | 3912 | 3909 | 2411 | 1058 | 1049 | 3915 | 1061,amazon italia | amazon italia customer | amazon italia logistica | amazon web emea sarl | amazon eu rl | amazon italia transport | amazon online italy,,,,,,,viale monte grappa 3/5,20124,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/amazon-online-italy-srl.itd78bsg8.html | https://www.info-clipper.com/en/company/italy/amazon-eu-sa-rl.itd77cbuv.html | https://www.info-clipper.com/en/company/italy/amazon-italia-transport-srl.itd78hcoo.html | https://www.info-clipper.com/en/company/italy/amazon-italia-customer-services-srl.itde6cdny.html | https://www.info-clipper.com/en/company/italy/amazon-italia-services-srl.itd5lz6kz.html | https://www.info-clipper.com/en/company/italy/amazon-web-services-emea-sarl.itd799dwl.html | https://www.info-clipper.com/en/company/italy/amazon-italia-logistica-srl.itd74gd6a.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
820 | 2293 | 3523,amazon uk | amazon eu sarl uk branch, | amazon.co.uk,,,,,,60 holborn viaduct | 1 principal place worship street,ec1a 2fd | ec2a 2fa,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/amazon-uk-services-ltd.gbd7l6up6.html | https://www.info-clipper.com/en/company/united-kingdom/amazon-eu-sarl-uk-branch.gbd3ndv84.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
2206 | 2290,amazon online uk | amazon digital uk,amazon | ,,,,,,1 principal place worship street,ec2a 2fa,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/amazon-online-uk-limited.gbd3msi5w.html | https://www.info-clipper.com/en/company/united-kingdom/amazon-digital-uk-limited.gbd3hoxmq.html,,,,,,,,,,,,,,,,,,,,,,,, | single address,False
3152 | 2231 | 1651 | 4529,azimut societa' di gestione del risparmio | ambienta societa' di gestione del risparmio | amundi societa' di gestione del risparmio, | ambienta sgr spa | amundi meta 2018 quattro,,,,,,via cernaia 8/10 | piazza fontana 6 | via cusani 4,20122 | 20121,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/ambienta-societa-di-gestione-del-risparmio-spa.itd5lobxb.html | https://www.info-clipper.com/en/company/italy/azimut-societa-di-gestione-del-risparmio-spa.itd78q0d0.html | https://www.info-clipper.com/en/company/italy/amundi-societa-di-gestione-del-risparmio-spa.itd5li0pg.html,,,,,,,,,,,,,,,,,,,,,,,, | single address | headquarter,False
1304 | 4169,ambiente e nutrizione,,,,,,,via eugenio curiel 252,20089,rozzano,italy,italy,,,https://www.info-clipper.com/en/company/italy/ambiente-e-nutrizione-srl.itd73f9wk.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3562 | 1726,american axle manufacturing,aam,,,,,,1 dauch dr,482111198,detroit,united states,michigan(mi),,,https://www.info-clipper.com/en/company/united-states/american-axle-manufacturing-holdings-inc.usdqni6u.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
636 | 1356 | 608 | 1365 | 4548 | 1362 | 1359 | 1371 | 1368 | 4239,american express international | american home assurance | american express europe | american express | american securities | american express travel related | american express credit, | american express,,,,,,70 pine st fl 1 | 590 madison ave fl 38 | 200 vesey st,100220019 | 102850002 | 100051522,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/american-express-travel-related-services-company-inc.usd1acknc.html | https://www.info-clipper.com/en/company/united-states/american-express-europe-llc.usdfel2md.html | https://www.info-clipper.com/en/company/united-states/american-express-international-inc.usdm6ptz.html | https://www.info-clipper.com/en/company/united-states/american-express-company.usd45lq4.html | https://www.info-clipper.com/en/company/united-states/american-securities-llc.usdfdf0xh.html | https://www.info-clipper.com/en/company/united-states/american-express-limited.usdd1ywd8.html | https://www.info-clipper.com/en/company/united-states/american-express-credit-corporation.usdsdiy9.html | https://www.info-clipper.com/en/company/united-states/american-home-assurance-company.usd45lrr.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,american pacific mining | american lithium,,,,,,,,,vancouver,canada,,,,https://disfold.com/company/american-lithium-corp/ | https://disfold.com/company/american-pacific-mining-corp/,,c$90.5 million | c$446.7 million,not found,mr. simon patrick clarke | mr. warwick george smith,,,,,,,,,,,,,,,,,,,,,True
3275 | 1532,american paper twine,,,,,,,7400 cockrill bend blvd,372091047,nashville,united states,tennessee(tn),,,https://www.info-clipper.com/en/company/united-states/american-paper-twine-company.usd2euyo.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1517 | 3255,american residential l.l.c,,,,,,,965 ridge lake blvd ste 201,381209401,memphis,united states,tennessee(tn),,,https://www.info-clipper.com/en/company/united-states/american-residential-services-llc.usd15zqqk.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4389 | 2430,amerilife,,,,,,,2650 mccormick dr,337591005,clearwater,united states,florida(fl),,,https://www.info-clipper.com/en/company/united-states/amerilife-group-llc.usd1nczi1.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3180 | 1467,amphenol pcd,,,,,,,72 cherry hill dr ste 2,19151045 | 019151045,beverly,united states,massachusetts(ma),,,https://www.info-clipper.com/en/company/united-states/amphenol-pcd-inc.usdddbqjk.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,ampol | amp,,,,,,,,,sydney,australia,,,,https://disfold.com/company/amp-limited/ | https://disfold.com/company/ampol-limited/,,a$3.30 billion | a$7.39 billion,"4,826 | 8,300","ms. alexis ann george b.com., f.c.a. | mr. matthew halliday",,,,,,,,,,,,,,,,,,,,,True
1170 | 1179 | 1176,amway international | amway international development | amway, | amway,,,,,,7575 fulton st e,493550001 | 49301,ada,united states,michigan(mi),,,https://www.info-clipper.com/en/company/united-states/amway-corp.usd1dnwuu.html | https://www.info-clipper.com/en/company/united-states/amway-international-development-inc.usddn3dkk.html | https://www.info-clipper.com/en/company/united-states/amway-international-inc.usd2l8wqf.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
2439 | 4398,amyris,,,,,,,5885 hollis st ste 100,946082405,emeryville,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/amyris-inc.usd32p4na.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4199 | 1331,anacap fp,,,,,,,via pietro paleocapa 1,20121,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/anacap-fp-srl.itd7ai9b3.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
,anadolu hayat emeklilik anonim sirketi | anadolu anonim turk sigorta sirketi,,,,,,,,,istanbul,turkey,,,,https://disfold.com/company/anadolu-anonim-turk-sigorta-sirketi/ | https://disfold.com/company/anadolu-hayat-emeklilik-anonim-sirketi/,,₺2.68 billion | ₺5.38 billion,"1,436 | 1,029",mr. mehmet sencan | mr. yilmaz erturk,,,,,,,,,,,,,,,,,,,,,True
,anan international | abundance international,,,,,,,,,singapore,singapore,,,,https://disfold.com/company/abundance-international-ltd/ | https://disfold.com/company/anan-international-ltd/,,s$38.4 million | s$93.1 million,not found,not found,,,,,,,,,,,,,,,,,,,,,True
4341 | 2385,anderson shapiro eye surgeons s c,,,,,,,1200 john q hammns dr ste 100,537171967,madison,united states,wisconsin(wi),,,https://www.info-clipper.com/en/company/united-states/anderson-shapiro-eye-surgeons-s-c.usd280766.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4508 | 1630,angel4future,,,,,,,via san sabino 21,70042,mola di bari,italy,italy,,,https://www.info-clipper.com/en/company/italy/angel4future-srl.itd7aqn84.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
3313 | 594,angelini wines estates,,,,,,,localita' val di cava snc,53024,montalcino,italy,italy,,,https://www.info-clipper.com/en/company/italy/angelini-wines-estates.itd5m834u.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
2041 | 3976,angelo gordon l.p,,,,,,,245 park ave,101670094,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/angelo-gordon-co-lp.usd602j3i.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,annaik | annica,,,,,,,,,singapore,singapore,,,,https://disfold.com/company/annica-holdings-ltd/ | https://disfold.com/company/annaik-ltd/,,s$16.7 million | s$23.1 million,43 | not found,madam ai ling hon | mr. chin seng ow,,,,,,,,,,,,,,,,,,,,,True
4138 | 4135 | 1345 | 1348,anotech energy global | anotech energy,,,,,,,1st floor 41 moorgate,ec2r 6pp,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/anotech-energy-global-solutions-limited.gbdcw9c29.html | https://www.info-clipper.com/en/company/united-kingdom/anotech-energy-services-limited.gbd3od8px.html,,,,,,,,,,,,,,,,,,,,,,,,single address | headquarter,False
4562 | 1683,ansaldo fuel cells,,,,,,,via nicola lorenzi 8,16152,genova,italy,italy,,,https://www.info-clipper.com/en/company/italy/ansaldo-fuel-cells-spa.itd7aa4ka.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
1418 | 4286,antica farmaceutica lucchese,,,,,,,via delle cornacchie 960/h,55100,lucca,italy,italy,,,https://www.info-clipper.com/en/company/italy/antica-farmaceutica-lucchese-srl.itd76ltfg.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
1317 | 1314,anywhere real estate,,,,,,,175 park ave,79401123,madison,united states,new jersey(nj),,,https://www.info-clipper.com/en/company/united-states/anywhere-real-estate-group-llc.usdcwhamf.html | https://www.info-clipper.com/en/company/united-states/anywhere-real-estate-inc.usdd8bja1.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4015 | 2077,aon consulting,alexander & alexander benefits services,,,,,,200 e randolph st,606016440,chicago,united states,illinois(il),,,https://www.info-clipper.com/en/company/united-states/aon-consulting-inc.usd16n9ag.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,acer | apacer,,,,,,,,,new taipei city,taiwan,,,,https://disfold.com/company/apacer-technology-inc/ | https://disfold.com/company/acer-inc/,,tw$95.80 billion | tw$4.46 billion,not found,not found | mr. chun shen chen,,,,,,,,,,,,,,,,,,,,,True
,apache | apa,,,,,,,,,houston,united states,,,,https://disfold.com/company/apache-corporation/ | https://disfold.com/company/apa-corp/,,$15.35 billion | €13.52 billion,"2,253",mr. john j. christmann iv,,,,,,,,,,,,,,,,,,,,,True
3376 | 724,apec,,,,,,,"unit g2 titan road, patchway",bs34 6fd,bristol,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/apec-limited.gbd3hoavk.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
1786 | 3666,apg asset management us,,,,,,,666 3rd ave,100174011,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/apg-asset-management-us-inc.usd8228l.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
2630 | 2627,apicom service | apicom,,,,,,,via statale 20 | via statale 20/a,44042,cento,italy,italy,,,https://www.info-clipper.com/en/company/italy/apicom-spa.itd7biizx.html | https://www.info-clipper.com/en/company/italy/apicom-service-srl.itd8jqpha.html,,,,,,,,,,,,,,,,,,,,,,,,single address | headquarter,False
3497 | 351,apollo,,,,,,,tartu mnt 80d,10112,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/apollo-group-ou.eed8d5lt1.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,apollo clinic | apollo diagnostics,,healthcare,healthcare,,,private | public,,,hyderabad,india,,2015 (8 yrs old) | 2002 (21 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
,apollo medskills | apollo life,,healthcare,healthcare,,,jv | private,,,hyderabad/secunderabad,india,,2008 (15 yrs old) | 2012 (11 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
,apollo telehealth | apollo health and lifestyle,,healthcare,healthcare,,, | private,,,hyderabad/secunderabad,india,,2010 (13 yrs old) | 2002 (21 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
810 | 3192,apple,,,,,,,1 apple park way,950140642,cupertino,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/apple-inc.usd10543w.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4177 | 1384,apple (uk),apple,,,,,,"2 furze groundway, stockley park",ub11 1bb,uxbridge,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/apple-limited.gbd3qox8b.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
3413 | 671,aprochim,,,,,,,via vigevano 61,28069,trecate,italy,italy,,,https://www.info-clipper.com/en/company/italy/aprochim-srl.itd73iwy7.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3686 | 1089,aptiv us,,,,,,,5725 innovation dr,480982852,troy,united states,michigan(mi),,,https://www.info-clipper.com/en/company/united-states/aptiv-services-us-llc.usddrf9ad.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,savex technologies | paramatrix technologies | karza technologies | rave technologies | aqm technologies | atidan technologies | actis technologies,,it services & consulting,it services & consulting,,, | private,,,mumbai,india,,2000 (23 yrs old) | 2005 (18 yrs old) | 1987 (36 yrs old) | 2015 (8 yrs old) | 1971 (52 yrs old) | 2004 (19 yrs old) | 1986 (37 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
,arabia insurance cooperative | saudi printing and packaging | arabian shield cooperative insurance | saudi arabian cooperative insurance | saudi arabian mining,,,,,,,,,riyadh,saudi arabia,,,,https://disfold.com/company/saudi-arabian-cooperative-insurance-company/ | https://disfold.com/company/saudi-printing-and-packaging-co/ | https://disfold.com/company/arabia-insurance-cooperative-company/ | https://disfold.com/company/arabian-shield-cooperative-insurance-company/ | https://disfold.com/company/saudi-arabian-mining-company/,,sr168.80 billion | sr891.5 million | sr1.23 billion | sr869.2 million | sr584.4 million,not found,mr. robert g. wilt | not found | prof. hassan abdullah durar ali al-somali,,,,,,,,,,,,,,,,,,,,,True
